video_id,channel_id,published_date,video_title,video_description,likes,views,comment_count
uuRnRtfXQDU,UCbqcG1rdt9LMwOJN4PyGTKg,2016-10-06T09:04:31Z,Breathless - The Corrs | Karaoke Version | KaraFun,"🎤 Get our karaoke app 👉 https://bit.ly/39gILIs


💻 Download MP3 👉 https://www.karaoke-version.com/mp3-backingtrack/the-corrs/breathless.html



🔔 Don’t forget to subscribe and hit the bell to get our karaoke uploads daily! #subscribe 👉https://bit.ly/3MJrnK3



ℹ️ This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Breathless as made famous by The Corrs. This version is not the original version, and is not performed by The Corrs. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.



All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).



#karaoke #karafun #The Corrs",26537,12775375,145
B19-jwaWESU,UCbqcG1rdt9LMwOJN4PyGTKg,2015-04-15T09:00:25Z,Do You Want to Build a Snowman - Frozen | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/frozen/do-you-want-to-build-a-snowman.html

Sing Online: https://www.karafun.com/karaoke/frozen/do-you-want-to-build-a-snowman/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Do You Want to Build a Snowman as made famous by Frozen - This version is not the original version, and is not performed by Frozen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Frozen",19674,4909741,547
c8PAcfhRoes,UCbqcG1rdt9LMwOJN4PyGTKg,2012-12-04T10:39:14Z,Don't Cry - Guns N' Roses | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/guns-n-roses/don-t-cry.html

Sing Online: https://www.karafun.com/karaoke/guns-n-roses/don-t-cry/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Don't Cry as made famous by Guns N' Roses - This version is not the original version, and is not performed by Guns N' Roses. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Guns N' Roses",15994,5542798,333
YJaQxOJvu9g,UCbqcG1rdt9LMwOJN4PyGTKg,2013-02-19T10:06:11Z,Girl On Fire (Main Version) - Alicia Keys | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/alicia-keys/girl-on-fire-main-version.html

Sing Online: https://www.karafun.com/karaoke/alicia-keys/girl-on-fire-main-version/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Girl On Fire (Main Version) as made famous by Alicia Keys - This version is not the original version, and is not performed by Alicia Keys. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Alicia Keys",8467,4030527,437
ouRPDe_AS68,UCbqcG1rdt9LMwOJN4PyGTKg,2012-09-06T08:41:14Z,Patience - Guns N' Roses | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/guns-n-roses/patience.html

Sing Online: https://www.karafun.com/karaoke/guns-n-roses/patience/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Patience as made famous by Guns N' Roses - This version is not the original version, and is not performed by Guns N' Roses. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Guns N' Roses",16636,5925205,484
PWDhGTMqq-o,UCbqcG1rdt9LMwOJN4PyGTKg,2012-04-27T10:54:25Z,The Reason - Hoobastank | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/hoobastank/the-reason.html

Sing Online: https://www.karafun.com/karaoke/hoobastank/the-reason/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of The Reason as made famous by Hoobastank - This version is not the original version, and is not performed by Hoobastank. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Hoobastank",12570,4682642,163
xcrWIErP4HI,UCbqcG1rdt9LMwOJN4PyGTKg,2011-11-07T22:17:07Z,Feliz Navidad - José Feliciano | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/jose-feliciano/feliz-navidad.html

Sing Online: https://www.karafun.com/karaoke/jose-feliciano/feliz-navidad/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Feliz Navidad as made famous by José Feliciano - This version is not the original version, and is not performed by José Feliciano. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #José Feliciano",11746,4367464,422
AEce22afpbU,UCbqcG1rdt9LMwOJN4PyGTKg,2012-02-09T13:58:48Z,Under the Bridge - Red Hot Chili Peppers | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/red-hot-chili-peppers/under-the-bridge.html

Sing Online: https://www.karafun.com/karaoke/red-hot-chili-peppers/under-the-bridge/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Under the Bridge as made famous by Red Hot Chili Peppers - This version is not the original version, and is not performed by Red Hot Chili Peppers. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Red Hot Chili Peppers",7107,4020657,152
Ns10OyuvCgM,UCbqcG1rdt9LMwOJN4PyGTKg,2011-11-09T16:25:40Z,Heal the World - Michael Jackson | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/michael-jackson/heal-the-world.html

Sing Online: https://www.karafun.com/karaoke/michael-jackson/heal-the-world/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Heal the World as made famous by Michael Jackson - This version is not the original version, and is not performed by Michael Jackson. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Michael Jackson",17241,4266238,541
blikQus8IQ4,UCbqcG1rdt9LMwOJN4PyGTKg,2011-11-07T15:44:22Z,We Will Rock You - Queen | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/queen/we-will-rock-you.html

Sing Online: https://www.karafun.com/karaoke/queen/we-will-rock-you/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of We Will Rock You as made famous by Queen - This version is not the original version, and is not performed by Queen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Queen",14570,3870446,399
qLt1vAn8wTM,UCbqcG1rdt9LMwOJN4PyGTKg,2014-06-03T09:09:46Z,Jolene - Miley Cyrus | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/miley-cyrus/jolene.html

Sing Online: https://www.karafun.com/karaoke/miley-cyrus/jolene/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Jolene as made famous by Miley Cyrus - This version is not the original version, and is not performed by Miley Cyrus. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Miley Cyrus",16486,4424764,182
a89xC8OLzJs,UCbqcG1rdt9LMwOJN4PyGTKg,2012-11-08T12:13:22Z,Somebody to Love - Queen | Karaoke Version | KaraFun,"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/queen/somebody-to-love.html

Sing Online: https://www.karafun.com/karaoke/queen/somebody-to-love/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Somebody to Love as made famous by Queen - This version is not the original version, and is not performed by Queen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Queen",9803,3597001,275
-YkU-jCeZaE,UCbqcG1rdt9LMwOJN4PyGTKg,2013-05-22T07:02:45Z,Karaoke Con Los Años Que Me Quedan - Gloria Estefan *,"Descargar MP3: https://www.version-karaoke.es/playbacks/gloria-estefan/con-los-anos-que-me-quedan.html

Cantar Online: https://www.karafun.es/karaoke/gloria-estefan/con-los-anos-que-me-quedan/


* Esta versión contiene una guía vocal con bajo volumen. La versión con y sin la guía vocal está disponible en www.karafun.es. Esta grabación es una versión de Con Los Años Que Me Quedan hecha famosa por Gloria Estefan - El título propuesto es una pista de fondo, no es la música original, no es cantada por Gloria Estefan. Esta versión instrumental/reproducción contiene una guía vocal, las letras y las voces.


Todos los activos de los canales de KaraFun se utilizan con permiso mediante un acuerdo de licencia con los titulares de los derechos (composición musical, regrabado de sonido).

#karafun #karaoke #Gloria Estefan",8379,4349961,91
